title;year;author
Employing Explainable AI Techniques for Air Pollution: An Ante-Hoc and Post-Hoc Approach in Dioxide Nitrogen Forecasting.;2024;Marcello Di Giammarco and Benedetta Dukic and Fabio Martinelli and Mario Cesarelli and Fabrizio Ravelli and Antonella Santone and Francesco Mercaldo
Explainable Machine Learning for Intrusion Detection.;2024;Nihala Basheer and Bernardi Pranggono and Shareeful Islam and Spyridon Papastergiou and Haralambos Mouratidis
Enhancing Malware Detection Through Machine Learning Using XAI with SHAP Framework.;2024;Hadi Hasan and Razan Al Kakoun and Gaby Massaad and Mariette Awad
Advancing Agricultural Sustainability Through an AI Powered Classification Framework of Plant Pests and Diseases.;2024;Albert Nössig and Tobias Hell and Georg Moser
An Explainable By-Design Framework for Transparent User-Centric AI Energy Services.;2024;Mas'udah and Pavel Livotov and Björn Kokoschko
Harnessing Generative AI for Sustainable Innovation: A Comparative Study of Prompting Techniques and Integration with Nature-Inspired Principles.;2024;Youness Bahaddou and Lahcen Tamym and Lyès Benyoucef
Smart Port Sustainability: A Business Intelligence Framework for CO2 Reduction in Cargo Truck Operations.;2024;Anna Presciuttini and Alessandra Cantini and Alberto Portioli-Staudacher
Explainable Artificial Intelligence in Manufacturing Operations: A Bibliometric Analysis.;2024;Tianrui Chen and Juanping Wu and Weiwei Guo and Zenghui Zhang
Explainable AI for Transparent Seismic Signal Classification.;2024;Mrinalini Kochupillai
Ethics in Data-Centric AI for Geosciences: A Double-Edged Sword?;2024;Aparna R. Phalke and Rishiraj Dutta and Susantha Jayasinghe and Diego Quintero and Ashutosh S. Limaye and Robert E. Griffin
Rice Yield Monitoring Using Satellite Data and AI for Food Security and Sustainable Landscapes in Myanmar.;2024;Tianqi Xiao and Milad Asgarimehr and Jens Wickert and Daixin Zhao and Lichao Mou and Caroline Arnold
Making Society a Safer Place through Artificial Intelligence: The Slow-paced Transition from Idea to Sustainable Solution.;2024;Johannes Voshaar and Florian Johannsen and Sopio Mkervalidze and Jochen Zimmermann
Responsible Management for Dynamic Black Box AI: a Cybernetic Approach.;2024;Blessy Thomas and Sabu M. Thampi and Preetam Mukherjee 0001
Identifying Insecure Network Configurations Through Attack Modeling and Explainable AI.;2024;Giacomo Iadarola and Fabio Martinelli and Francesco Mercaldo and Luca Petrillo and Antonella Santone
Position: Standardization of Behavioral Use Clauses is Necessary for the Adoption of Responsible Licensing of AI.;2024;Bjørn Leth Møller and Christian Igel and Kristoffer Knutsen Wickstrøm and Jon Sporring and Robert Jenssen and Bulat Ibragimov
Unlocking Deeper Understanding: Leveraging Explainable AI for API Anomaly Detection Insights.;2024;Anuj Bhowmick and Arumugam Seetharaman
Influence of digital infrastructure, data integration & ethical dimension on artificial intelligence in product development.;2024;Zeqi Luo and Samuel O. Danso
Exploring Risk Factor Interactions across the Development Stages of Dementia using an Explainable Machine Learning Model.;2024;Yaqi Liu and Wenjie Zheng and Yueli Su
Enhancing Ethical Governance of Artificial Intelligence Through Dynamic Feedback Mechanism.;2024;Meghna P. Ayyar and Jenny Benois-Pineau and Akka Zemmari
A Guided Input Sampling-Based Perturbative Approach for Explainable AI in Image-Based Application.;2024;Revoti Prasad Bora and Philipp Terhörst and Raymond N. J. Veldhuis and Raghavendra Ramachandra and Kiran B. Raja
CoFE: Consistency-Driven Feature Elimination for eXplainable AI.;2024;Sriram Mandalika and Athira Nambiar
A Multimodal MRI-based Framework for Thyroid Cancer Diagnosis Using eXplainable Machine Learning.;2024;Rui Yuan and Wanting Hao and Chun Yuan
Benchmarking AI in Mental Health: A Critical Examination of LLMs Across Key Performance and Ethical Metrics.;2024;Carol J. Smith
Letting Go of the Numbers: Measuring AI Trustworthiness.;2024;Ben Abbatematteo and Eric Rosen and Skye Thompson and Tuluhan Akbulut and Sreehari Rammohan and George Dimitri Konidaris
Towards Responsible Generative AI: A Reference Architecture for Designing Foundation Model Based Agents.;2024;Mashal Afzal Memon and Gian Luca Scoccia and Marco Autili and Paola Inverardi
An Architecture for Ethics-Based Negotiation in the Decision-Making of Intelligent Autonomous Systems.;2024;Eames Trinh and Markus Funke and Patricia Lago and Justus Bogner
Sustainability Integration of Artificial Intelligence into the Software Development Life Cycle.;2024;Shibbir Ahmed and Hongyang Gao and Hridesh Rajan
Monitoring Sustainable Development Goals in European Legislation using Hybrid AI.;2024;Kalleb M. M. Abreu and Julio C. S. Reis and André Gustavo dos Santos and Giorgio Zucchi
Explainable Machine Learning for Alarm Prediction.;2024;Christian Daase and Christian Haertel and Klaus Turowski
Explainable Business Intelligence for Video Analytics in Retail.;2024;Giancarlo Guizzardi
Semantic Models for Trustworthy Systems: A Hybrid Intelligence Augmentation Program.;2024;Erika Mináriková and Galena Pisoni and Bálint Molnár and Hanna Kristín Skaftadottir
Business Intelligence Reporting by Linguistic Summaries for Smart Cities: A Case on Explaining Bicycle Sharing Patterns.;2024;Guilherme Botazzo Rozendo and Alessandra Lumini and Guilherme Freire Roberto and Thaína Aparecida Azevedo Tosta and Marcelo Zanchetta do Nascimento and Leandro Alves Neves
X-GAN: Generative Adversarial Networks Training Guided with Explainable Artificial Intelligence.;2024;Simone C. dos Santos and Jéssyka Vilela and Thiago H. Carvalho and Thiago C. Rocha and Thales B. Candido and Vinícius S. Bezerra and Daniel J. Silva
Artificial Intelligence in Sustainable Smart Cities: A Systematic Study on Applications, Benefits, Challenges, and Solutions.;2024;Maarten Voorneveld
AI Technology Adoption & Sustainability Improvement Though Cloud Solutions.;2024;Émilien Arnaud and Mahmoud Elbattah and Amandine Pitteman and Gilles Dequen and Daniel Aiham Ghazali and Pedro A. Moreno-Sánchez
Consistency of XAI Models against Medical Expertise: An Assessment Protocol.;2024;Juan Cristian Miguel and Christian Grévisse and Antonia Sardella and Maria F. PolIo-Cattaneo
Requirements and Challenges to use Explainable Artificial Intelligence in Histopathology: A Rapid Review.;2024;Gene M. Alarcon and Sarah A. Jessup and Scott Meyers and Dexter Johnson and Walter D. Bennette
Trustworthiness Perceptions of Machine Learning Algorithms: The Influence of Confidence Intervals.;2024;Yin-Hsuan Sung and Shih-Yi Chien and Fang Yu
Preliminary Validation of Explainable AI Interfaces across Heuristics and Information Transparency.;2024;Bailun Wang and Yatu Ji and Nier Wu and Xu Liu and Yanli Wang and Rui Mao 0016 and Shuai Yuan and Qing-Dao-Er-Ji Ren and Na Liu and Xufei Zhuang and Min Lu
Explainable AI: The Quest for Transparency in Business and Beyond.;2024;Sindre Benjamin Remman and Anastasios M. Lekkas
Systematic Literature Review: Explainable AI Definitions and Challenges in Education.;2024;Anna-Sophia Christ and Benjamin Mueller and Lara Lobschat
Choose Wisely: Leveraging Explainable AI to Support Reflective Decision-Making.;2024;Lea Hagemeier
Unveiling the Complexity of Smart Home Systems in Terms of Sustainability and Effectiveness: An AI-enhanced Literature Review.;2024;Mette Strange Noesgaard and Jeppe Agger Nielsen and Stine Nørgaard Christensen
Explainable Edge Computing in a Distributed AI - Powered Autonomous Vehicular Networks.;2024;Nemi Patel and Fenil Ramoliya and Nilesh Kumar Jadav and Rajesh Gupta 0007 and Sudeep Tanwar and Gagangeet Singh Aujla
X-NET: Explainable AI-Based Network Data Security Framework for Healthcare 4.0.;2024;Fenil Ramoliya and Keyaba Gohil and Aditya Gohil and Rajesh Gupta 0007 and Riya Kakkar and Sudeep Tanwar and Joel J. P. C. Rodrigues
X-CaD: Explainable AI for Skin Cancer Diagnosis in Healthcare 4.0 Telesurgery.;2024;Chinenye Tassie and Brian Kim and Joshua Groen and Mauro Belgiovine and Kaushik R. Chowdhury
Leveraging Explainable AI for Reducing Queries of Performance Indicators in Open RAN.;2024;ZengRi Zeng and Wei Peng 0005 and Baokang Zhao
Toward Intelligent Attack Detection with a Causal Explainable Method for Encrypting Traffic.;2024;Qazwan Abdullah and Adeb Salh and Mustafa Sami Ahmed and Nor Shahida Mohd Shah and Ömer Aydogdu and Ghasan Ali Hussain
Hotspots and Current Status of Global Explainable Artificial Intelligence: A Bibliometric Analysis.;2024;Tuyen T. Nguyen and Phong H. Nguyen and Minh Q. Nguyen and Hoa N. Nguyen
Advancing SynergyAI: Enhancing Explainability and Decision Tree Optimization in Human-AI Pair Programming.;2024;Truong Thanh Hung Nguyen and Vo Thanh Khang Nguyen and Quoc Hung Cao and Van Binh Truong and Quoc Khanh Nguyen and Hung Cao
Enhancing the Fairness and Performance of Edge Cameras with Explainable AI.;2024;Shuva Paul and Sanjana Vijayshankar and Richard Macwan
Demystifying Cyberattacks: Potential for Securing Energy Systems With Explainable AI.;2024;Xinyu Zhang and Long Li and Lina Pu and Jing Yang and Zichen Wang and Rong Fu and Zhipeng Jiang
Trust, Ethics, and User-Centric Design in AI-Integrated Genomics.;2024;Ali Mohammad Alenezi and Mohammad A. K. Alsmairat and Nikolina Ljepava
Integrating the Triple Pillar: AI Marketing's Pathway to Enhancing Industry 5.0 Through Sustainability, Resilience, and Customer Engagement.;2024;Enass Khalil Alquqa and Muhammad Turki Alshurideh and Jamil H. Alalami and Rahul Sharma and Robinson Joseph and Haitham M. Alzoubi
The Role of AI in Enhancing Financial Forecasting Accuracy: Transforming Modren Accounting Practices.;2024;Kiran Tangri and Amer Ibrahim and Nouf Majid Sultan Eid Saeed and Abedallah Zaid Abualkishik and Reem AbdElkareem Alomoush and Abdallah M. A. Al-Tarawneh
Ethical Principles in Artificial Intelligence for Children: A Protocol for a Scoping Review.;2024;Emanuele Florindi and Valentina Franzoni and Alfredo Milani
Ethical Boundaries in AI-Generated Imagery: Analysis of Controversial Content Constraints.;2024;Milena Metalkova-Markova
SPATIAL: Practical AI Trustworthiness with Human Oversight.;2024;Hervé-Madelein Attolou and Katerina Tzompanaki and Kostas Stefanidis and Dimitris Kotzinos
Towards the regulation of Large Language Models (LLMs) and Generative AI use in the Brazilian Government: the case of a State Court of Accounts.;2024;Michele Corazza and Monica Palmirani and Franco M. T. Gatti and Salvatore Sapienza
Promoting STEAM Education and AI/Robot Ethics in a Child-Robot Theater Afterschool Program.;2024;Johan Carcamo and Ahmad Shehada and Arda Candas and Nirav Vaghasiya and Murad Abdullayev and Andrii Melnyk and Jacek Ruminski
Identification of Contact and Non-Contact Finger Motion using Surface Electromyography(sEMG): An Explainable AI Approach.;2024;Claus Atzenbeck
Unwinding AI's Moral Maze: Hypertext's Ethical Potential.;2024;Chih-Kun Ke and Mei-Yu Wu and Bor-Lin Chung
Automation, Trustworthy, Intelligent Prenatal Examinations - I Do!!;2024;Luigi Duraccio and Leopoldo Angrisani and Mauro D'Arco and Egidio De Benedetto and Monica Imbò and Annarita Tedesco
Towards a Quantitative Evaluation of the Relationship between Performance and Environmental Sustainability of Artificial Intelligence Algorithms.;2024;Julian Schauer and Payman Goodarzi and Andreas Schütze and Tizian Schneider
Deep Neural Network Representation for Explainable Machine Learning Algorithms: A Method for Hardware Acceleration.;2024;Richard Yang and Qingping Yang and Ding Chen and Fang Wang and Yang Qiu
Public Value-Driven Assessment of Trustworthy AI in the Public Sector: A Review.;2024;Lufan Zhang and Paul Scifleet
Charting the Transformation of Enterprise Information Management: AI Explainability and Transparency in EIM Practice.;2024;Mary Versa Clemens-Sewall and Emma Rafkin and Christopher M. Cervantes
Domain Knowledge Elicitation for Data Curation to Promote Trustworthiness in Artificial Intelligence.;2024;Raphael Norman-Tenazas and Cameron Hickert and Tamim Sookoor and Aurora C. Schmidt and Edward Staley and Joseph Maurio and Jesse Silverberg and Paul Wood and Yair Amir
Towards Trustworthy Distributed AI Demand Response.;2024;Antonio Chella
Is Artificial Consciousness the Missing Ingredient for Ethical AI?;2024;Wojciech Jamroga and Yan Kim and Damian Kurpiewski
Scalable Verification of Social Explainable AI by Variable Abstraction.;2024;Ondrej Lukás and Sebastián García
Bridging the Explanation Gap in AI Security: A Task-Driven Approach to XAI Methods Evaluation.;2024;Matthieu Gallet and Ammar Mian and Abdourrahmane M. Atto
Can We Trust Explainable AI Methods on ASR? An Evaluation on Phoneme Recognition.;2024;Hafsa Ilyas and Ali Javed and Khalid Mahmood Malik
An EEG-based Automatic Classification Model for Epilepsy with Explainable Artificial Intelligence.;2024;Syed Mhamudul Hasan and Abdur R. Shahid and Ahmed Imteaj
Towards Sustainable SecureML: Quantifying Carbon Footprint of Adversarial Machine Learning.;2024;Palvi Mahajan and Gagangeet Singh Aujla and C. Rama Krishna
Explainable AI in healthcare: Factors influencing medical practitioners' trust calibration in collaborative tasks.;2024;Viktor Dörfler and Giles Cuthbert
Dubito Ergo Sum: Exploring AI Ethics.;2024;Amelie Girard and Didar Zowghi and Muneera Bano and Marian-Andrei Rizoiu
Inclusive and Explainable AI Systems: A Systematic Literature Review.;2024;Maximilian Grüning and Tobias Wolf and Manuel Trenz
A Stressful Explanation: The Dual Effect of Explainable Artificial Intelligence in Personal Health Management.;2024;Necdet Gurkan and Jordan W. Suchow
Exploring Public Opinion on Responsible AI Through The Lens of Cultural Consensus Theory.;2024;Yuzhang Han and Aviv Landau and Paritosh Kulkarni and Minoo Modaresnezhad and Hamid R. Nemati
An Implementable Guideline for Developing Ethical AI Systems: The Evaluation of Child Abuse and Neglect Prediction.;2024;Dan Kim and Victoria Y. Yoon and Kiseol Yang and Manoj A. Thomas
Introduction to the Minitrack on Conversational AI and Ethical Issues.;2024;Yibai Li and Xuefei Deng 0001 and Yichuan Wang
Introduction to the Minitrack on The Technical, Socio-Economic, and Ethical Aspects of AI.;2024;Sarah Kristin Lier and Jana Gerlach and Michael H. Breitner
What Is Ethical AI? - Design Guidelines and Principles in the Light of Different Regions, Countries, and Cultures.;2024;Rudy Milani and Maximilian Moll and Renato De Leone
Introduction to the Minitrack on Business Intelligence and Big Data for Innovative, Collaborative and Sustainable Development of Organizations in Digital Era.;2024;Annika Schreiner and Nils Kemmerzell
Towards a Quantitative Evaluation Framework for Trustworthy AI in Facial Analysis.;2024;Subhasree Sengupta and Swapnil Srivastava and Nathan J. McNeese
Public Perceptions, Critical Awareness and Community Discourse on AI Ethics: Evidence from an Online Discussion Forum.;2024;Philipp A. Toussaint and Simon Warsinsky and Manuel Schmidt-Kraepelin and Scott Thiebes and Ali Sunyaev
Designing Gamification Concepts for Expert Explainable Artificial Intelligence Evaluation Tasks: A Problem Space Exploration.;2024;Bo Xiao and Chee-Wee Tan and Kaveh Abhari
Introduction to the Minitrack on Responsible Innovation in Collaborative, Connected, and Intelligent Systems: Design, Implementation, and Governance.;2024;Matthew Erler
